#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	spl
#open	2021-05-09-13-37-16
#fields	uid	orig_spl	resp_spl	orig_spt	resp_spt
#types	string	vector[count]	vector[count]	vector[double]	vector[double]
CXr7L6cOZbIauwbRg	40,240,256	40,416,96	0.0,1.429757,0.001304	0.0,0.075274,0.0
C0EaWNpStR0WUHg2c	40	40	0.0	0.0
CIFeDW8kjunEHwSu7	40	40	0.0	0.0
CE9UH21o2uQK7XHc4c	40	40	0.0	0.0
C62C8R25PC56JeY8M8	40	40	0.0	0.0
CC73hs2hkD1Q1dCN2i	40	40	0.0	0.0
CUbd6p1nf8fgBnLnu9	40,302,26	40,996,26	0.0,0.009364,0.519413	0.0,0.460639,0.193587
Cq6Ukv4SEtB5paXouc	40	40	0.0	0.0
CMFjh84L7mw4hjkdW2	40	40	0.0	0.0
Cpkeoo4HkHIBhAObi4	40	40	0.0	0.0
CsHP0h2aiDtHASo6qa	40	40	0.0	0.0
CzP2oR2q1LsOSZO8kb	40	40	0.0	0.0
CPjRYF3kPB2KfpTiCg	40	40	0.0	0.0
CkHG2d3lftsNaz65rf	40	40	0.0	0.0
CaZBGbxn0yTkCVOB6	40	40	0.0	0.0
Ch3AoNIeAGOXLGIzb	40	40	0.0	0.0
CnR6iklXAda7N6cii	40,512	40,3368,24	0.0,0.099555	0.0,0.032244,0.0
CkOZje3mRkERKK3686	40	40	0.0	0.0
CJ77QN21bYXayLOoVe	40	40	0.0	0.0
CpmcSd2DS9zrKDfbCj	40	40	0.0	0.0
CaPDTF3h4DhqPnhSc	40,288	40,216,32	0.0,0.970963	0.0,0.018913,0.000448
C6zVO62cQeSH1SW1Fd	40	40	0.0	0.0
CkY7Ad1D59W7p8BIVe	40	40	0.0	0.0
CjF3Nz1niS0KQUmFXh	40	40	0.0	0.0
CmgAbG2ILUdKgg9bSd	40	40	0.0	0.0
CQfbOX3oX2Qlm4skY	36,631	36,396,1029	0.0,0.022919	0.0,0.527493,0.0
CzfRcs3rIcGgK0zlcd	40	40	0.0	0.0
CRYLjG4Ep2HIXhbiMl	40	40	0.0	0.0
CJX4JY2V6YYPXGSpgl	40	40	0.0	0.0
CuX0Q6AdMv3nhcSy1	40	40	0.0	0.0
CbXAWe3wVN0IcROwPi	40	40	0.0	0.0
CEbdht3HTQpWHms0wh	40	40	0.0	0.0
CtK3TO1L1kQUafdSM9	36,647	36,397,2187	0.0,0.021307	0.0,0.521599,0.000429
CEW5lx4SR0Z4f5tiW8	40,228	40,193,26	0.0,0.006696	0.0,0.218186,1.259728
C9pRiu1J7mO3HhAPv9	40	40	0.0	0.0
CH1wk04022yxpLj7Jb	40	40	0.0	0.0
CDJW7m4J4v1EPXSXFb	40	40	0.0	0.0
Cotw6t4sO0v9vdhlV2	40	40	0.0	0.0
CDO4Cl1tGM7bYOpaUd	40,352	40,488	0.0,3.209705	0.0,0.324204
CPSNl13uBHvvEVYHbf	40	40	0.0	0.0
Co5X5y2ta9rnzz8zz5	40	40	0.0	0.0
C8pc8z4c0kepZtNAWg	40	40	0.0	0.0
Cg0ZMls5HdInLhxrc	40	40	0.0	0.0
COy0llIP2pO2FQjg	40	40	0.0	0.0
ChavK84RD5MhOTheid	40	40	0.0	0.0
CIJPS130xlNIUdcALd	40	40	0.0	0.0
CP9RIL1apjyUv2bm78	40	40	0.0	0.0
C1R2J440kGYsa1Qpya	40	40	0.0	0.0
CFWevM0nJpQb7Fjz8	36	36	0.0	0.0
CAA00fqpKmscyc8Q3	40	40	0.0	0.0
Czd6QW3PqbQBUcl9i1	40	40	0.0	0.0
CWJkM22YKMhufBJqJe	40	40	0.0	0.0
CV6CowHYAN9bdmi1f	40	40	0.0	0.0
Cun8sw3kP2ccQT0Qdh	40	40	0.0	0.0
CtIhtqQv9rjZs4vAe	40	40	0.0	0.0
Ckf76EX7mDsvzU853	40	40	0.0	0.0
CoXZeS1r41bgYFJAl7	40	40	0.0	0.0
CKlliFtmxVHExPabi	40	40	0.0	0.0
CR77cD16D3Eqj1ydM1	40	40	0.0	0.0
CTeQG02kx4FOVXHw	40	40	0.0	0.0
CWCfmW3nFtH5cAcMUi	40	40	0.0	0.0
Cl13cn1FGjP4fGUu22	40	40	0.0	0.0
CPnWoo4fFGLQNbjMwi	40,1128	40,800,16384,48,10664,32	0.0,0.073878	0.0,0.133174,0.017642,0.0,0.030991,0.0
CgIidE2QyXByglrYRl	40	40	0.0	0.0
CdqJGN1V2Ko6BXRR8f	40	40	0.0	0.0
Cqv8Qt4156rsTUKpFh	40	40	0.0	0.0
CNMYKV13yJFZ4ybXic	40	40	0.0	0.0
CLJUqm3byHJFRFnm8b	40	40	0.0	0.0
CfWzba1CX2Acn2mOA9	40	40	0.0	0.0
Cm7IKI2rc7AKZ3WMb3	40	40	0.0	0.0
CkRkNv33oqXTPPs952	40	40	0.0	0.0
CpyDff1BjqQDWCTHWb	40	40	0.0	0.0
CumNf43mHvGkXfAgJ5	40	40	0.0	0.0
CQjyRy22MyzAXXX41l	40	40	0.0	0.0
CSS6gq2cCTNLk0tZa4	40	40	0.0	0.0
Cot3Lh3bzOeK1J8kie	40	40	0.0	0.0
Ch8XxS1LyFcSA5NJd1	40	40	0.0	0.0
CDhEtKh0jmfJPXGee	40	40	0.0	0.0
CRx8TaSEuA7xSmkbd	40	40	0.0	0.0
CQ5pUD4DuriS4ip3T5	40	40	0.0	0.0
CihGhy2G9o15dLHad	40	40	0.0	0.0
Cv8WxW2StT3YeVgPS6	40	40	0.0	0.0
CK8JWrT3FSMjN3Kp5	40	40	0.0	0.0
CGgEx73rkc3rBMfgok	40	40	0.0	0.0
Cd96XjsKnfUVmDNs1	40	40	0.0	0.0
CBzvUe4bIc5z2CFCFc	40,432	40,488,24	0.0,0.023139	0.0,0.048863,0.000729
CmF6nU2rR4ELQFh5Pe	40	40	0.0	0.0
CKlg2a2IqmLmvYCVT7	40	40	0.0	0.0
CKleZ12eXgMusNMMR	40	40	0.0	0.0
Cda9jI1OFyynxQkFHf	40	40	0.0	0.0
CaDDWT2EctovLDBn8c	40	40	0.0	0.0
CyaMkq1GLdfK4466ji	40	40	0.0	0.0
CORfVC4Fq2uV2BVUSl	40	40	0.0	0.0
CTRMhc3gYQFbG2xlel	40	40	0.0	0.0
CIZJhB3ClSnpEPqBZ4	40	40	0.0	0.0
CdIABmf9eYg14TUh2	40	40	0.0	0.0
C66g8z4kyF8d6eCmSj	40	40	0.0	0.0
CbPKz5ALmgXglBYfj	40	40	0.0	0.0
CSI3U01ZzxNW28v5k1	40	40	0.0	0.0
C8iyEPMxEiAwFah6b	40	40	0.0	0.0
CI4fAw11DcdCjVrizi	40,352	40,488	0.0,5.123686	0.0,0.391376
CoX9pqIJfo3h8fMsi	40	40	0.0	0.0
CAvDYA4bBSh3lHygwd	40,224	40,2584	0.0,0.051049	0.0,0.046114
Cz3bQN23wLfnj5OOC8	40,216	40,6424	0.0,0.034068	0.0,0.038986
CKDsZuhJ6maGD8kvj	40	40	0.0	0.0
CfAGrB4xX5CP0eUGeb	40	40	0.0	0.0
CYKDRq1NA3DCJx5smi	36,600	36,265,22	0.0,0.048838	0.0,0.06338,2.00021
C6bPmS2FIwKf7fwd62	40	40	0.0	0.0
CECpJ46Zc4NQ7asmh	40	40	0.0	0.0
CloIK72GvbPrEA5Iud	40	40	0.0	0.0
CbDyhA1C1rxnTF9G9g	60,520,742	60,1492,4020,4020,4020,886,319,22	0.0,4.012632,3.421627	0.0,0.028997,0.000033,0.002497,0.021364,0.000013,0.027446,10.000273
CYhWF72B09ny4Ma777	60,520,743	60,4020,116,44,4020,4020,2324,319,22	0.0,3.974622,4.339262	0.0,0.028292,0.000282,0.0,0.001455,0.000173,0.021257,0.028431,9.999154
CUj5RZ1AqZWqSq0u67	40,416,424,424	40,1024,12192,2824	0.0,0.066189,0.064434,0.194013	0.0,0.003516,0.006601,0.002984
CK5Oke4234wORlZ1bi	40	40	0.0	0.0
CvMxvf4i1KvGofVMD4	40	40	0.0	0.0
CnxvYl1agLRhtyci5j	40	40	0.0	0.0
C14tEA2rLAc110lTZ7	40	40	0.0	0.0
C7gpQ841m5UB3ptj1e	40	40	0.0	0.0
CrD12x4Xe9TiAhPEN1	40,228	40,193,26	0.0,0.389561	0.0,0.091992,0.10299
Cg6ELp4OU0LUwHVhl1	40	40	0.0	0.0
CwaXFE3XyStYC1qAI5	40	40	0.0	0.0
CAFuP5Ly1hhD8HvNb	40	40	0.0	0.0
CTkJeORpyUcR2UGa2	40	40	0.0	0.0
CWljrpccYK2YreBa1	40	40	0.0	0.0
CHXeZE2HPdRdO98F72	40	40	0.0	0.0
CWFVBd43td9Hkb8eC7	40	40	0.0	0.0
CRBpoH2K1d7oOvLtp	40	40	0.0	0.0
CzAeIF2YfSGWlAZSM8	40	40	0.0	0.0
CjszOC2uSx7RIbxRI9	40	40	0.0	0.0
Cr2CoT2WQ6O8dLeXB1	40	40	0.0	0.0
CLvdEz3zT9aiuBVos	40	40	0.0	0.0
C82bjCh7bGwL9i215	40	40	0.0	0.0
CFvv8S1GOD1q6sKpVe	40	40	0.0	0.0
CuzxAr3ZKD9vGukpp4	40	40	0.0	0.0
Cuogum4ghFkCvZajIf	36	36	0.0	0.0
C1LF0WSZG9fxz2lkj	40	40	0.0	0.0
CTdBNz39DEu1263x7j	40	40	0.0	0.0
CPhgFx2VpeRTRyFXuc	40,728	40,16384,48,1856	0.0,0.100589	0.0,0.141692,0.0,0.007706
CVeoIIS1jC5XIzW6l	40	40	0.0	0.0
CKeNFH3p6D2koHiBal	40	40	0.0	0.0
Ck4dETBBcGlKotkGh	40	40	0.0	0.0
CtrvcB1bHGoMVW0RRb	40	40	0.0	0.0
C9Ma4o3Q0AGaUwGDGb	40	40	0.0	0.0
CF32Oi1fAzCAKOGEej	40	40	0.0	0.0
CqSdRV3m40rgv4hAnh	40	40	0.0	0.0
CIsl032K7SiMRFCXw5	40	40	0.0	0.0
CnlH2X2Jhjffx6WUa	40	40	0.0	0.0
CEuVuE3YEhQsJWbTWh	40	40	0.0	0.0
CGlOfd284vtD56TGK5	40	40	0.0	0.0
CGRobU2t7w450xO8D6	40	40	0.0	0.0
C5E8Bp34OjefYWvEUh	40	40	0.0	0.0
C4yczHtxMkUeuJwCc	40,424,424	40,1424,2120	0.0,0.091371,0.077648	0.0,0.006632,0.002643
Coc8LH1MQY726sxjn	40	40	0.0	0.0
CHvfOkeKvgtoLjYw	40	40	0.0	0.0
CnwmpqFoMt7R0Ycc	40	40	0.0	0.0
CjXdB82cqJOMG8anwj	40	40	0.0	0.0
Ch6idw4WoFrbasAcR	40	40	0.0	0.0
Clxxhf1cjen6nikvxj	40	40	0.0	0.0
CB3nmD3AErTHIiZkj3	40,352	40,488	0.0,2.28353	0.0,0.236463
Crzzzq3ofL5ZLeI1ah	40	40	0.0	0.0
Ce6yY94BJk3451T6ch	40	40	0.0	0.0
CJJ8k31yarJxuhKzad	40,175,174,26	40,308,308,16168,16408,15960,16408,15960,16408,16408,7016,9416,16408,16408,16408,16408,16408,16408,16408,16408	0.0,0.039233,0.010468,2.156329	0.0,0.873603,1.786425,0.237172,0.027262,0.045769,0.035955,0.128944,0.016005,0.013027,0.00749,0.007738,0.054457,0.003313,0.125075,0.005893,0.3285,0.003619,0.004003,0.003978
CU0fkS2p1PQT6cIGPj	40	40	0.0	0.0
CTmmi63lgcNcZO7flk	40	40	0.0	0.0
CEazNC3Jnt3DPpFgd9	40	40,24	0.0	0.0,5.129489
CrTNpn2yR8x3NAavOd	40	40	0.0	0.0
C4CA8N3W3CqgCoqzIj	40	40	0.0	0.0
Cx59S81ZJz8YEXFCv2	36,643,652	36,397,1929,395,3620	0.0,0.036991,0.15851	0.0,0.793423,0.000031,0.252009,0.000634
CyoJXu4WadKF5u6jF3	40	40	0.0	0.0
CP7A3c2t6cqOoWyLm1	40	40	0.0	0.0
CHoog9y0fPHtLIX8f	40	40	0.0	0.0
CUX9kd1E6QlStLjaol	40	40	0.0	0.0
C9F3Ix2dsNBfTdMkVj	40	40	0.0	0.0
CLmHi59hQO6hJtE5i	40	40	0.0	0.0
C3CiVnbpjAYJwO3Ii	40	40	0.0	0.0
Caj8tk19edhmTy0oWl	40	40	0.0	0.0
Cv7um2uZ338UQOPj8	40	40	0.0	0.0
Cw3Jpm4oZcIjewtIYa	40	40	0.0	0.0
COrQlm30d0uLehyiS6	40	40	0.0	0.0
CT3Q5B3d1XZnJ1ex1	40	40	0.0	0.0
CYfpdL11oseGqmO3Vj	40	40	0.0	0.0
CGiG0T2EUgBqsSrnsk	40,424,432,424,432,432,424,424	40,2528,9312,5536,5120,3752,3288,4768	0.0,0.141544,0.246148,0.164709,0.186328,0.09397,0.070755,0.048208	0.0,0.005199,0.006081,0.004099,0.003679,0.002999,0.002536,0.005807
C5TFez45hfX0DyAWua	40	40	0.0	0.0
CYX4NdRWTo65rw8li	40	40	0.0	0.0
Ch6shTrV53fUNCIDl	40,440,440	40,4200,16408,12312,16408,16408,16408,16408,16408,16408,16408,6472,960	0.0,0.759405,4.229677	0.0,0.021494,0.022925,0.014396,0.019131,0.017531,0.156666,0.003347,0.003985,0.003988,0.572986,0.002012,0.018553
CMiJhw1sAkirjZa14h	40,440,448	40,4200,16408,16408,16408,12312,13720,1920	0.0,0.860468,5.651455	0.0,0.019579,0.021007,0.003568,0.003204,0.002239,0.003957,0.039602
CFeKXrl3XSAsL927i	40	40	0.0	0.0
CGNb9z2n5SB8wcaF81	40	40	0.0	0.0
CGoyg31qejjWcfNy61	36,601	36,265,22	0.0,0.233588	0.0,0.026954,1.999624
CMdByTn2OSig2P0f2	40	40	0.0	0.0
CS34z83uEKicfzwU81	60,520,743,743	60,4020,116,44,4020,4020,2324,319,319,22	0.0,5.020841,4.697683,0.848003	0.0,0.029019,0.0,0.0,0.0008,0.023036,0.000058,0.028398,0.028383,10.000115
CLzD9pjVqFOcwxzCa	40	40	0.0	0.0
CoBGOY10mgJVy0myxj	40	40	0.0	0.0
CQg8XA4TeTfdSNXzBd	40	40	0.0	0.0
CjGZdG1jgTr33lPhp9	40	40	0.0	0.0
CXuPy91x0GDstn35ob	40	40	0.0	0.0
CPDcD93KWHuxuHR308	40	40	0.0	0.0
CB14CZ3kJvI4975Ldj	40	40	0.0	0.0
Cuwnp63PzEO78kRvF2	36,425,422	36,3731,2763	0.0,0.059493,1.258463	0.0,0.031306,0.030757
CMR13x2gZeDHNsh545	40	40	0.0	0.0
CrWZgpJXhErOuSv2f	36,420	36,1892	0.0,0.120118	0.0,0.020665
CXtHbFz08YUAHn1Sb	40	40	0.0	0.0
CCGBPUyK2Vl4NXSte	40	40	0.0	0.0
CCaEE31vIQrLtoZAvk	40	40	0.0	0.0
CTPEPa2trZtJNZafUb	40	40	0.0	0.0
CUVhasmTX3Xhr2kl4	40,456	40,3744	0.0,0.094444	0.0,0.033906
CnAE6t2BepovaqeoPa	40,456,464	40,3744,9928	0.0,0.074743,0.89635	0.0,0.032613,0.036299
Crz89b1wzjjZyECYzd	40	40	0.0	0.0
CnXKfA46bpCo9SlIZi	40	40	0.0	0.0
CJ2pLC4vUfDiMnviG9	40	40	0.0	0.0
CZXxYe4hI9A2svARD5	40	40	0.0	0.0
CxACZc4kK8etvLoAl7	40	40	0.0	0.0
CEgepa3qaVezcc0uUf	40	40	0.0	0.0
CLgKZE1zwxyKDryLAf	40	40	0.0	0.0
CEyChl1xmfqqwmBHg1	40	40	0.0	0.0
CxeLQu3bBd6XuhE3S9	40,232	40,24,200	0.0,23.2939	0.0,0.17731,0.0
C14mFz1RJAzMnNc8Hb	40	40	0.0	0.0
CONO3k1lIjfWEOdoM4	40,228	40,193,26	0.0,0.579322	0.0,0.266936,0.696736
CN1iapMuMhhMMWAIj	40	40	0.0	0.0
C5LNMr1PNS3n8ZThPj	40	40	0.0	0.0
CSnx0Z2CxmjISQBkm6	40	40	0.0	0.0
CBxN0o18cMgCWhqnvb	40	40	0.0	0.0
CQx0fS2qKi857ZxqQ9	40	40	0.0	0.0
CMtwou3sK3BhaBuLmk	40	40	0.0	0.0
CMMwvtBGolsDJsF0e	40	40	0.0	0.0
CjSyXycGZTNBCFQ56	64	64	0.0	0.0
Cp11De27MbDTbYAaMb	40	40	0.0	0.0
CO4CWxJRcw5tQF9G2	40	40	0.0	0.0
CR4Efp4cfWpuddpip3	40	40	0.0	0.0
CwSUfo2AMOXZttILyf	40,424	40,1672	0.0,0.070353	0.0,0.002488
CFcLiXp3IF37Fpxbk	40	40	0.0	0.0
CarYTgzqeU70Go26g	40	40	0.0	0.0
CwQfei4qLQfYtZgrYh	40,424	40,1624	0.0,0.101677	0.0,0.007399
CrlMSF1npIGZvJO3A7	40	40	0.0	0.0
CUU2RO1zi0gtpmUd8g	40	40	0.0	0.0
Cq0loc4axUeUqGVMd9	40	40	0.0	0.0
CYWLYH25TYKrXkptTh	40	40	0.0	0.0
C8vAtM28LZ37lXnmul	40	40	0.0	0.0
C70K1y4KbmrlluRT72	40	40	0.0	0.0
CJQNuEbQGR4TYuuRl	40,228	40,193,26	0.0,0.554563	0.0,0.196438,0.201997
C7355jV8aCnYsjCle	40	40	0.0	0.0
CEwbqF7K9uyL9EVe	40	40	0.0	0.0
Cx1sGl2BLexyyqa9K5	40	40	0.0	0.0
C5OkPd4OmTEyA1kFT6	40	40	0.0	0.0
CsDcLW2SRZGCKUPXA	40	40	0.0	0.0
CxgtS91d5vawmgy1nl	40,232	40,24,192	0.0,12.918889	0.0,0.306125,0.0
Ccodet3oGeLDEsKrF	40	40	0.0	0.0
CDE9E53OwwHOMhY6gi	40	40	0.0	0.0
CjpLJx1Iu9mFjGkRDi	40	40	0.0	0.0
C4W1CT39ypt2nkCWI4	40	40	0.0	0.0
C6foyx1KuSVAsLA7b	36,422	36,2685	0.0,0.087223	0.0,0.023658
C6PQmf3s4wtUJAGwK4	40	40	0.0	0.0
CSdNab2P1DiuwOQWo4	40,792	40,816,16384,48,16384,48,16384,48,16384,40,16384,48,16384,48,4096,32	0.0,0.050102	0.0,0.117068,0.019475,0.0,0.05699,0.0,0.076988,0.0,0.160283,0.0,0.026742,0.0,0.028234,0.0,0.000037,0.0
CT37i535QjtkMLbZTc	40	40	0.0	0.0
CG1OQroUaG5Hvni9f	40	40	0.0	0.0
C6NTCcFsAoMRCurVk	40	40	0.0	0.0
ClR87PzuwgoJRWSMj	40	40	0.0	0.0
CsHLvwvPAwWbdmDt8	40	40	0.0	0.0
CZekRh4zbDfBId02b9	40	40	0.0	0.0
Co4I4O10QDumA8bCac	40	40	0.0	0.0
CQVOJq4GiP4Xgk4Zml	40	40	0.0	0.0
CQF5fZyaI3eQ3lylg	40	40	0.0	0.0
CwKHvggjD2j4d1pV5	40	40	0.0	0.0
CzC0iJ1vhGSTYIu522	40,384	40,2152,2832,48	0.0,0.237033	0.0,0.005762,0.000328,0.0
CiRh0q35PHIJKmbcPi	40	40	0.0	0.0
CN0ZEt3cOBHJAhJIx1	40	40	0.0	0.0
CxwstVlXWa5S18fp7	40,352	40,488	0.0,3.459706	0.0,0.553653
Cub4YOuCwZMQBfrgk	40	40	0.0	0.0
CAFYaS3V8Jn3vLX3vj	40	40	0.0	0.0
ClcpXb3DK8uiyOU1A1	40	40	0.0	0.0
C8VQxu3GkEZh35F7ob	40	40	0.0	0.0
Cd1SfM25fEvU8rD4o8	40	40	0.0	0.0
CXOhvdV4f94cr4QEb	40	40	0.0	0.0
CszhBR2uv97oz4olbi	40	40	0.0	0.0
CjnsJn4Mx59iYFQy6b	40	40	0.0	0.0
CcpHpCUTjxJ0rUTA5	40	40	0.0	0.0
CMUFN94kpc3Y3Vfd72	40	40	0.0	0.0
CJtXqw2XyTtjINfqVg	40	40	0.0	0.0
C1uG9e39g8QmLOLUd8	40	40	0.0	0.0
CiQjas4yIR8mHI2cf7	40	40	0.0	0.0
CW9g2kFHdsuagiRTd	40	40	0.0	0.0
C8Fz224ot8bGyo9KNc	40	40	0.0	0.0
Cl6TZn1yYIb0j78dU2	40	40	0.0	0.0
CPY3ijAS5LaNr0pf9	40	40	0.0	0.0
Cm3gMhKz9bAZNcFX6	40	40	0.0	0.0
CoKlSn3mSwITqCptle	40	40	0.0	0.0
CmEedEtGCEGwFSz28	40	40	0.0	0.0
CHBFmc2Z7B10w13b06	40	40	0.0	0.0
CHjgYg2DHKJKrxwLJ1	32,162	32,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400	0.0,0.039676	0.0,0.734556,0.004974,0.232073,0.230989,0.004228,0.229753,0.005936,0.227261,0.003741,0.003256,0.228783,0.00223,0.001982,0.019748,0.21256,0.004257,0.0032,0.00398,0.006038
Clmp7G3T5NQZnogiwl	40	-	0.0	-
CUA5AZ2v3ssXTXcD3h	64	64	0.0	0.0
CoBf441eg7reOcVdqi	40	40	0.0	0.0
CnZWHKOUlAg7HKoJk	40	40	0.0	0.0
CKGJv32CVYhCu2wQO2	40	40	0.0	0.0
CV6N1ztXzIA51BjVe	40	40	0.0	0.0
CC4hZV1s4BbNMYlmg5	40	40	0.0	0.0
CHzf3j2AE9NS4IuYX5	40	40	0.0	0.0
CJuZ2w1wkF8KDvTdu3	40	40	0.0	0.0
C8QJwp4QkLVlp7ZA5k	40	40	0.0	0.0
CDVRZs3zRG8YfBZzYg	40	40	0.0	0.0
Cq6zQf1o9uwmx9ziGk	40	40	0.0	0.0
CUoIyG4hSksl5tDv5b	40	40	0.0	0.0
CaNCQv2GQkw2ziSWtc	36	36,22	0.0	0.0,1.420022
CpN0TbVbItMLU8U4	40	40	0.0	0.0
CU3Ssq1eKz8VpZTiO4	40	40	0.0	0.0
C3aFuu1NFMEIb9bOC4	40	40	0.0	0.0
CjmiSI1lbmFHCXFvKb	40	40	0.0	0.0
CWxX6mL6Sm55UxrB1	40	40	0.0	0.0
CMpUy348j27Y4XFIv6	40,472	40,4896	0.0,0.024492	0.0,0.037107
CyEt2A2EZwnmPITgd2	40	40	0.0	0.0
CC1qsH2QKvEV5aR9Mc	40	40	0.0	0.0
CtGjvK1LTtfv63me65	40	40	0.0	0.0
CxaCtn15euLNyS7xA8	40	40	0.0	0.0
CWmRa34jPaghiCVRa8	40	40	0.0	0.0
CkazzrFzgQd9Bh5L8	40	40	0.0	0.0
CAVpT9WtI4CK4PDzj	40	40	0.0	0.0
CpD7Qg4ga2kIC2KROj	40	40	0.0	0.0
CYLsHt1XLJq7FKs6O4	40	40	0.0	0.0
CREslE1FxaMRRqY2Qg	64	64	0.0	0.0
CXL9Aa2BlqONUaUlg7	40	40	0.0	0.0
C10K8u4mVFpOBgxys7	40	40	0.0	0.0
CjuSQ11zrYTaSYHAPl	40	40	0.0	0.0
CrYA5HGZE6qbmq979	40	40	0.0	0.0
CSjKiN1h8Iv6PMKaY	40	40	0.0	0.0
C0fmat322CeZ1CGAwa	40	40	0.0	0.0
Cf5Xsl4XPwCNnhHD6	40	40	0.0	0.0
CncVfn3wxU9wVbVEn2	40	40	0.0	0.0
CdY8Gj1qpgWSwyE6di	40	40	0.0	0.0
CxNXbi1579EcKWGOYb	40	40	0.0	0.0
CdRlBf4RewVMHhzG4d	40	40	0.0	0.0
C9tLuP1OlXQ3Z2KCk8	40	40	0.0	0.0
CyhmQB28JnINnsImM2	40	40	0.0	0.0
Cvf4Lxndmr1r0W8m7	40	40	0.0	0.0
CTmwDR2rgvw4vN8ope	40	40	0.0	0.0
ClqQbZ1CGymA4vnk3c	40,216	40,6416	0.0,0.06711	0.0,0.006931
CioD2W2nqm14qTFEQh	40,224	40,1512,1096	0.0,0.022843	0.0,0.006186,0.000273
CsbZTr40OAOojnvZMj	40	40	0.0	0.0
Cdudxh4uMREKFCF1Xa	40	40	0.0	0.0
CspEIg4HsEGf0wUFrc	40	40	0.0	0.0
CIhHCf3GlltY6jfZR5	40	40	0.0	0.0
Ca9ZH739IR3a2lekzc	36,801,570,720,659,630,573	36,1469,4020,116,4020,4020,962,22,2923,4020,116,276,1409,25,4020,116,464,462,398,113	0.0,0.029337,1.40675,0.404649,0.36506,2.183786,0.075846	0.0,0.032786,0.000561,0.0,0.00068,0.012996,0.008261,0.0,0.000499,0.000032,0.0,0.0,0.000012,0.0,0.033494,0.0,0.000009,0.040037,0.067938,0.0
CL4jezcCuEmDQ6TIc	40	40	0.0	0.0
CUEbvTn79Gfou5NEd	40	40	0.0	0.0
ClkkXn190K4bm4PvKh	40	40	0.0	0.0
CNTg4E1XuNhnm0T3og	40	40	0.0	0.0
CMHyAu4YK5lxrbRrZj	40	40	0.0	0.0
CICT1A1rLOQ8Zlg3S5	40	40	0.0	0.0
Cp9C3n4VhXBpi9qcX6	40	40	0.0	0.0
CQtP2i1xp2BbYa6wZj	40	40	0.0	0.0
CzRGNU2FYLFc0Umzqj	40	40	0.0	0.0
Cy3Sa84TmkEv00RHQe	40	40	0.0	0.0
ChmvzL3mrmKEyPgmFl	40	40	0.0	0.0
Ck4Sz51AYRreZDaHx3	40	40	0.0	0.0
CDlp1p4Ypdxjr7hre3	40	40	0.0	0.0
CIz1Al2JihLr7d7qxe	40,26	40,26	0.0,0.004086	0.0,0.20138
CoW5El35ytOQ4QBRn7	40	40	0.0	0.0
CoNA9l3fLFRcjEoOB8	40	40	0.0	0.0
CnD4bN13Aj0ZY9TF07	40,304,26	40,9545	0.0,0.006921,1.208066	0.0,1.942894
CnugRi3kc7RqFlGbKg	40	40	0.0	0.0
CvDDai48fpL2TAvVHc	40	40	0.0	0.0
ChVbseDq66TefIHfb	40,280,26	40,543,26	0.0,0.238169,1.237256	0.0,0.458573,0.182734
CfyqEC3DlWQkE5wDsg	40	40	0.0	0.0
CozQT431im0XLWVuP2	40	40	0.0	0.0
C2PUDE2YmNRsfJikM9	40	40	0.0	0.0
Cz6qpz4Nak0jgRzTp8	40	40	0.0	0.0
C5npVF18jgcqFc37K7	40,296	40,288	0.0,0.025091	0.0,0.284711
CFtrdF1QKxRGsYd7e6	40	40	0.0	0.0
C10Yo714Ek1y5Cr9I3	40,440,440	40,320,320	0.0,3.228412,0.207069	0.0,0.036465,0.034054
CNzvrr3oF6THqqre21	40,456,440,440	40,240,320,680	0.0,3.372683,0.183966,0.311479	0.0,0.042066,0.041023,0.04179
CH3bqU13h5ZxiT186	40	40	0.0	0.0
CO1a8K30sPfatf20Df	40	40	0.0	0.0
Cxqse646guL5NHPRqi	40	40	0.0	0.0
Ch6QAY3pZEaqjCsnIb	40	40	0.0	0.0
CqNjl818lknAxqYJ3l	40	40	0.0	0.0
CLs52C1dwPfuWBkb54	40	40	0.0	0.0
CXIuq11eq6b2QYskNg	40	40	0.0	0.0
C3IpRt2FbKxkUUR6c7	64	64	0.0	0.0
C717EqbEa84PT8tt2	40	40	0.0	0.0
CLKn7y1NhsNpAwQ92j	40,304,26	40,9545,26	0.0,0.004017,1.300221	0.0,3.172301,0.416458
C6AKpB285IbVuwuYOl	40	40	0.0	0.0
CVo9Jj2cr8mVOijd3i	40	40	0.0	0.0
CqMJVd3w9wtXyXnft3	40	40	0.0	0.0
C3tKFT1GYwfR7Zz05j	40	40	0.0	0.0
Ci8Fpn37VIOskuVHIf	40	40	0.0	0.0
CfE7fX2D4FkvqU2a7j	40	40	0.0	0.0
CrWUZ739N45vy1HfZ9	40	40	0.0	0.0
CrYS4y47H8edeIooHe	40	40	0.0	0.0
C9aR5YdoVMgXHNI6	40	40	0.0	0.0
Cgre501L6gynUp8Jbe	40	40	0.0	0.0
CcE3RM2BUu1wLGIDWf	40	40	0.0	0.0
CPPWOk3tWmepPzpI34	40	40	0.0	0.0
COxNqF3WE8NPKblkkc	64	64	0.0	0.0
CQHRTz1Z1mUiVIyd75	40	40	0.0	0.0
