uid,orig_spl,resp_spl,orig_spt,resp_spt,label
CsYrSGC8XQRSm3qNb,"40,324,324","40,537,16408,16408,1118,12048,26","0.0,0.003068,0.04701","0.0,0.029441,0.018876,0.019459,0.000808,0.067266,119.980321",2-win
CEwd924XYJtV3VMyTd,"40,324,324","40,16408,16408,16408,15820,14328,26","0.0,0.018112,0.027415","0.0,0.038657,0.014265,0.035188,0.009201,0.056574,119.983682",2-win
C0fzaV1nThrIS82YY6,"40,158,41,26","40,51,37,33","0.0,0.109623,0.002239,0.102263","0.0,0.000486,0.000512,0.043484",2-win
C3D2Md4fWEvs0uW1kl,"40,158,41,26","40,51,37,33","0.0,1.312146,0.001246,0.096221","0.0,0.0,0.000224,0.013211",2-win
CcjTos3RYxfZ4urKNk,"40,26",40,"0.0,5.606361",0.0,2-win
C4Cz7W3NQ53OKL7p33,"64,48",64,"0.0,5.764838",0.0,2-win
CLagG83bLvaGBXMAib,"40,26","40,51,37","0.0,0.409853","0.0,0.002759,0.0",2-win
Ca3Svu2bnmYBD2aAm5,"40,175,26","40,51,37,33","0.0,0.010155,0.431348","0.0,0.000085,0.001478,0.0214",2-win
CpzQ0V1GVkUq8g9qqk,"40,634,737,677","40,274,274,274,26","0.0,0.134142,0.127683,0.242105","0.0,0.054135,0.042481,0.018547,5.815962",2-win
CXLLbo4aSArHP6xjgj,"40,26",40,"0.0,4.9933",0.0,2-win
CNulgF3HaT5fIkzf4g,"40,399,452","40,1488,499,26","0.0,0.009862,0.323951","0.0,0.188223,0.056863,4.99822",2-win
CrsC7a1Gd32HtrZfpe,"40,437","40,487,26","0.0,1.228369","0.0,0.112869,0.001275",2-win
CntdbS39aaduaTiN4d,"40,356,26","40,265","0.0,0.796805,0.672573","0.0,0.119354",2-win
CQsk5R3KDk3KgxGtT5,"40,26",40,"0.0,6.612854",0.0,2-win
CwqAX848xQMVEvCZOg,"40,26",40,"0.0,5.118949",0.0,2-win
CYe5VI3ng8J4Wr0iFi,"40,26",40,"0.0,4.05449",0.0,2-win
CAMFaZ1ut195NnGHF5,"40,528,26","40,311","0.0,0.154736,0.11632","0.0,0.043841",2-win
CvZCcS34VLUvEPyrFj,"40,26",40,"0.0,4.950111",0.0,2-win
CKHHTR32Ein0bNxcqh,"40,26",40,"0.0,5.030349",0.0,2-win
CH6Maj1hjXV2ASGcj6,"40,26","40,26","0.0,4.855658","0.0,0.048705",2-win
CXsOu81uwXLNd9hBh2,"40,26",40,"0.0,4.924012",0.0,2-win
CHMVaB1jxFJiS1MeOj,"40,487","40,583,26","0.0,2.422695","0.0,0.041751,5.018714",2-win
CD4hud1acLA2ru1p6h,"64,624,512","64,624,528,48","0.0,1.237227,2.419758","0.0,0.110094,0.038351,5.00451",2-win
CPaQmv1MgfN7qBuEl5,"40,531","40,397,26","0.0,0.121395","0.0,0.156436,4.99058",2-win
CyJGh23sL2n6gigALh,"64,48",64,"0.0,5.37469",0.0,2-win
CIeGqM3lVbenD3Zaj,"64,48",64,"0.0,5.606899",0.0,2-win
C3FDzP2HPhSzZCrewa,"40,26",40,"0.0,5.220253",0.0,2-win
C5Puej2SR4hFJx4yk7,"40,26",40,"0.0,5.624408",0.0,2-win
CSJjYJ3EEfk85KURqc,"64,432,528,48","64,672,1088","0.0,0.032831,2.205892,15.708608","0.0,0.168585,0.166071",2-win
CHpShw3NKvvjRwAPCa,"40,293,295,975,581,584,902,588,5025,26","40,16408,11215,385,588,475,475,564,475,564","0.0,0.040611,0.941254,1.165856,1.790372,3.724593,7.429592,2.116856,0.0666,0.077699","0.0,0.318026,0.088329,0.031801,0.048829,0.542056,0.029632,0.03693,0.033432,0.000293",2-win
CG47FT3QIrayEYcS5c,"40,26",40,"0.0,0.035572",0.0,2-win
ChE3Qb0PFGrf9r2n6,"40,458","40,564,26","0.0,0.784628","0.0,0.126936,15.725377",2-win
CwKUQjim32YgagwL2,"40,26",40,"0.0,5.1921",0.0,2-win
CGKkpU1pNelOoOcsb,"64,448,464,48","64,240,240","0.0,0.316564,0.280841,14.760875","0.0,0.03985,0.039884",2-win
CnTQQA134RtHjNQ9aj,"64,480,464,464,448,48","64,1024,240,240,240","0.0,0.925754,6.229552,0.044683,0.183286,15.508417","0.0,0.056456,0.048032,0.049696,0.128939",2-win
CCr9Mm13rgsum9YWS8,"64,448,48","64,240","0.0,0.007934,15.454088","0.0,0.20334",2-win
CxacmF1xDdHcMfiDob,"48,1536,32","48,824,32","0.0,0.273848,0.019157","0.0,0.056034,0.089238",2-win
CDaaEn2PMH5vS3BmB7,"64,48",64,"0.0,5.365795",0.0,2-win
CDWacE3q4ecj8tchz7,"40,419,494","40,1488,499,26","0.0,0.043862,0.154283","0.0,0.037091,0.078202,4.992612",2-win
CUrSEzwSBGvbce8h3,"40,26",40,"0.0,5.292881",0.0,2-win
CU1avT23Wrbd9RiQma,"48,32",48,"0.0,5.739108",0.0,2-win
CWR5En4LY5nqgu3Iue,"40,489","40,521,26","0.0,1.2419","0.0,0.10173,29.932247",2-win
CrlPK9LbsDdBNq2D,"40,26",40,"0.0,0.001258",0.0,2-win
Cdf7Mi2QKyfs5hBhnf,"64,464,816,48","64,672,848","0.0,0.003824,2.22676,16.463953","0.0,0.114454,0.047782",2-win
Cuj1Hv15b9I45CEUT8,"64,48",64,"0.0,5.153596",0.0,2-win
CF7OHwWeGPYvOGI74,"40,26",40,"0.0,5.586836",0.0,2-win
CJDTLO1OSbFFQ6exBc,"40,26",40,"0.0,5.583164",0.0,2-win
CHEDEA21152ON0W4Id,"40,428,512","40,1488,499,26","0.0,0.003918,0.337469","0.0,0.018904,0.018356,5.005791",2-win
CjIY5SM1IvtPjbFMi,"40,962","40,1436,26","0.0,0.002646","0.0,0.00136,9.986489",2-win
CJBVTU3pFrRa0njj5d,"40,871","40,1322,26","0.0,2.024917","0.0,0.049684,10.000237",2-win
CGK6B62IRvTXG78l99,"64,464,848,48","64,672,848","0.0,0.004552,2.167889,15.928932","0.0,0.115589,0.062066",2-win
C2OvB99T9fCYvtPM3,"40,1596","40,789,26","0.0,1.238629","0.0,0.173527,60.052106",2-win
C3xHL63YWGX7GzCE84,"40,494","40,750,26","0.0,0.860027","0.0,0.029149,60.28768",2-win
CG6vpB3D7j5IBulnz7,"40,488","40,352,26","0.0,0.750832","0.0,0.111342,64.932001",2-win
Cyiehx2iHAaJStYFHa,"40,485","40,336,26","0.0,0.130735","0.0,0.040308,64.995311",2-win
C3CXYd2V04Zf38JDJg,"40,416,779,969,1029","40,16408,5420,431,431,431,26","0.0,0.004085,0.423395,27.681223,21.827457","0.0,0.049793,0.000644,0.058673,0.049226,0.08372,29.99821",2-win
CwIBfI38KdkshpTIa6,"40,438,1417","40,463,318,26","0.0,0.052457,28.454126","0.0,0.27535,0.123003,60.589807",2-win
C77TvK3aq9PMWJeJfl,"40,538,482,539,902","40,581,16408,3735,581,581,26","0.0,0.004376,0.00228,0.009129,28.436544","0.0,0.20749,0.173869,0.00702,0.170865,0.077228,64.972696",2-win
CPKpdnHOVg1MBCjKg,"40,1397,1426","40,318,318,26","0.0,0.446037,50.986127","0.0,0.210001,0.130557,60.769352",2-win
Cpokko1gf2M9WeK2v3,"40,538,482,482,482,902,903,942","40,581,16408,16408,12889,16408,4512,16408,16408,16408,16408,16408,16408,16408,16408,16408,16408,16408,16408,16408","0.0,0.008049,0.016888,0.009015,0.011315,27.882547,0.21613,23.862725","0.0,0.072208,0.182243,0.015073,0.056239,0.075875,0.000124,0.159756,0.008485,0.110887,0.000489,0.005344,0.054456,0.022914,0.231471,0.000395,0.014101,0.049309,0.001495,0.029874",2-win
CdcBuf4lumbLCHPoOd,"40,482,539,538,788,797","40,16408,16408,16408,16408,16408,10640,581,581,16408,16408,16408,16408,16408,16408,16408,16408,7779,16408,16408","0.0,0.012362,0.011589,0.010055,28.284314,23.899613","0.0,0.200767,0.008755,0.058744,0.014961,0.04141,0.006813,0.121504,0.182243,0.086874,0.016962,0.012577,0.017121,0.040428,0.000756,0.000731,0.002304,0.00987,0.037175,0.020479",2-win
Ca69ZX3dolMRKZ2Rl4,"40,538,538,482,902,903,942","40,581,581,16408,16408,16408,16408,8028,581,581,581,26","0.0,0.012574,0.07418,0.016225,28.35944,0.13873,23.857772","0.0,0.079087,0.065629,0.111698,0.063269,0.034881,0.138672,0.000241,0.065069,0.023877,0.028709,65.014523",2-win
CcK1xX1vkfBlM5YOd2,"40,482,538,788,943","40,16408,16408,7088,581,16408,16408,2234,581,26","0.0,0.003832,0.00794,28.431382,23.960222","0.0,0.273421,0.042797,0.033969,0.168334,0.086294,0.02053,0.00019,0.030915,65.009934",2-win
CtI1sb2NETeq6UU9Gk,"40,539,482,482,538,538,482,538,482,538,482,949,788,987,942,943","40,13970,16408,16408,16408,16408,16408,6585,16408,16408,16408,16408,16408,16408,14521,581,581,16408,16408,8388","0.0,0.076013,2.918676,0.008591,0.019794,0.003229,0.002628,0.00545,0.06351,0.081101,0.110765,25.896091,2.681313,19.657517,4.428632,0.172525","0.0,1.26318,0.032282,0.001636,0.005674,0.007741,0.005941,0.005622,0.023163,0.003609,0.004832,0.013187,0.006658,0.005433,0.008363,0.024508,0.021696,0.024001,0.009967,0.001494",2-win
CQDkRl1L0hpFEbtfj9,"40,295,452,378,472,387,481","40,4338,653,4271,653,4271,653,26","0.0,0.480766,0.207164,26.867919,0.117868,21.951672,0.405613","0.0,0.023198,0.019925,0.037127,0.018321,0.018904,0.029046,64.997134",2-win
C24VYj1eg0XeN7UZS5,"40,437,437,437,437,622,437,654,437,663,437,844,437,710,437,663,437,672,437,873","40,296,296,296,296,274,296,274,296,274,296,274,296,274,296,274,296,274,296,274","0.0,0.01563,0.184102,0.279033,20.902023,0.067109,5.290323,0.100247,0.356163,0.094636,0.058726,0.043354,16.286209,0.057318,5.300445,0.100306,0.5034,0.057329,0.00537,0.059102","0.0,0.024019,0.060763,0.034409,0.015651,0.023319,0.01681,0.017377,0.017823,0.024613,0.020187,0.018726,0.026723,0.01747,0.024349,0.02468,0.02381,0.01723,0.019615,0.01531",2-win
CGonYWhrba0joiu5e,"40,406,539,548","40,487,706,752,26","0.0,1.841085,23.919146,22.393738","0.0,0.039602,0.054459,0.058843,64.992091",2-win
C79SyA3LaZl6vO9qpf,"40,461,583,641,641,466","40,715,456,532,532,336,26","0.0,0.628345,3.547193,18.316186,22.385041,2.844389","0.0,0.465812,0.031084,0.048371,0.046603,0.045801,64.994007",2-win
CP9PQ41fntJjzUG7pb,"40,386,26","40,367","0.0,0.649269,115.612896","0.0,0.0444",2-win
CSTqc411BCZDIAA5N1,"40,1002,26","40,464,26","0.0,0.123616,116.15077","0.0,0.39528,0.018635",2-win
C2xqHFY2TrDMON921,"40,750,506,454,857,749,501,953,780,532,612","40,2600,485,485,3529,485,485,3391,485,485,485,26","0.0,0.001563,3.596157,1.227037,21.450852,2.042916,2.145671,16.962729,1.778676,2.515327,27.412156","0.0,0.315503,0.070388,0.067739,0.739508,0.084617,0.905849,0.185542,0.080565,0.115058,0.191729,60.933924",2-win
ClUcss1P80XErmZZqi,"40,319,549,630,26","40,1393,1393,1393,1393,1393,1393,1393,1393,1393,1393,1393,1351,1393,1393,1393,1393,1393,1393,1393","0.0,0.73596,4.591106,21.920975,115.314099","0.0,0.028895,0.000091,0.00004,0.000037,0.015455,0.000089,0.000041,0.00003,0.000757,0.000078,0.021464,0.000835,0.001923,0.000721,0.000029,0.005269,0.000085,0.000031,0.000036",2-win
CFIlAP2hXmGE5mOMU9,,40,,0.0,2-win
CERGJn3bNVhGgAQnYj,"40,437","40,296,26","0.0,0.003344","0.0,0.066762,5.060293",2-win
Cuxzn930eMrvAMc2ya,40,"40,26",0.0,"0.0,4.533097",2-win
CuUk5v42XKPGXrKffe,"40,403,497","40,4269,653,26","0.0,0.003045,0.164023","0.0,0.086156,0.034523,4.481837",2-win
CuKhpp4vtcp70knbrf,"40,719,437,679,437,898,437,790","40,274,296,274,296,274,296,274,26","0.0,0.10107,5.035305,0.090631,0.450445,0.074679,0.085437,0.145768","0.0,0.023173,0.041178,0.042961,0.021864,0.018756,0.021159,0.064274,4.446587",2-win
CzhXrC1a6xW3tcfom,"64,48",64,"0.0,5.26017",0.0,2-win
COC05z2bRJbwlqvxKb,"40,444,546","40,1488,499,26","0.0,0.064148,0.520179","0.0,0.024358,0.018465,4.996743",2-win
C1VTaD2VNfMyQEuf0l,"40,26",40,"0.0,5.452931",0.0,2-win
CsVikN11mD3EHfKnch,"40,158,192,33,41,41,41,41,41,26","40,51,37,33,245,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425","0.0,0.07698,0.002973,0.014794,0.204818,60.294202,57.954127,58.225974,0.036055,0.001634","0.0,0.003815,0.000856,0.027496,0.061807,0.00289,0.000285,0.000265,0.000035,0.001261,0.000033,0.000032,0.000027,0.000029,0.000034,0.000029,0.000953,0.000038,0.000514,0.00262",2-win
CW0DYSJ8C1e3czTAa,"64,480,848,48","64,672,848","0.0,0.154239,2.455965,15.816711","0.0,0.049535,0.044381",2-win
C1yBOOuXxSsNxkHl8,"40,158,33,41,41,41,41,26","40,51,37,33,41,41,55","0.0,0.667031,0.158907,58.728205,57.967127,59.090357,0.002471,0.0","0.0,0.000081,0.001309,0.019453,0.013225,0.009965,0.019714",2-win
CsRC7O2tifxr44l8ji,"40,158,263,33,41,41,41,41,41,26","40,51,37,33,427,412,41,41,41,55","0.0,0.70714,0.006123,0.133695,0.027545,58.696361,57.965503,59.093943,0.034962,0.000816","0.0,0.0,0.0,0.017348,0.026169,0.0,0.0,0.019828,0.00595,0.021817",2-win
CpSbtjP8c0FB8uiha,"40,158,186,33,41,41,41,41,26","40,76,33,37,1524,7098,41,41,41,41,26","0.0,0.226141,0.001676,0.110827,59.045037,57.963925,59.081663,4.519146,0.00809","0.0,0.057606,0.021042,0.023519,0.00008,0.005423,0.021093,0.018356,0.027453,0.0177,0.001769",2-win
C8cqxX2Gm9HaVoXtmf,"40,158,413,33,41,41,41,41,41,26","40,51,37,33,521,387,41,41,41,55","0.0,0.041434,0.00032,0.114926,0.006387,58.12077,58.974761,59.071619,0.001749,0.001928","0.0,0.001866,0.0,0.014098,0.028885,0.002445,0.002055,0.009622,0.009069,0.010706",2-win
Ca2wiycvhq5uM9Mlh,"40,1110","40,431,26","0.0,0.235511","0.0,0.145007,29.899787",2-win
CuT0Xq30vxxCAboD2,"40,1442,1713","40,318,318,26","0.0,0.003952,0.783031","0.0,0.125016,0.275559,60.191656",2-win
C97VOc17wXlWjKWxUj,"40,1446,608,557","40,3443,485,485,26","0.0,1.525995,1.881046,2.637605","0.0,0.345599,0.066646,0.073583,60.318325",2-win
C2oGLB4PNbPVArhi9,"40,958,961","40,4924,581,26","0.0,0.003039,2.086115","0.0,0.1593,0.032953,64.989605",2-win
Clxdm53J5VmVRUMavh,"40,961","40,581,26","0.0,2.088702","0.0,0.032226,64.988493",2-win
CZn6W1aVimfArqGtj,"40,26",40,"0.0,0.019429",0.0,2-win
CIhOg7tyY1dRck5v4,"40,506","40,687,26","0.0,0.004237","0.0,0.113935,65.017126",2-win
C50HqT2LkTszfrRp78,"40,588","40,537,26","0.0,0.003577","0.0,0.04693,64.993297",2-win
CBbofg2aDhBOZRM2oj,"40,26",40,"0.0,5.330393",0.0,2-win
Cr5XN84GU1xESx7u91,"40,158,266,33,41","40,76,33,37,1524,187,41,26","0.0,0.027098,0.000984,0.265427,0.003531","0.0,0.0,0.037217,0.04103,0.000028,0.0,0.065273,0.0",2-win
CKFeNQ0VRZeANT73h,"40,158,266,33,41","40,76,33,37,1524,317,41,26","0.0,0.086056,0.003215,0.307306,0.002596","0.0,0.006128,0.031964,0.03102,0.009699,0.0,0.064227,0.0",2-win
CvubHN1VonznT0AmSb,"40,735,723,958,834","40,274,274,274,274,26","0.0,0.088701,3.774995,0.261227,0.10233","0.0,0.01089,0.019971,0.02858,0.016465,5.274064",2-win
CwO4B14QXTXNViVRB3,"40,158,266,33,41","40,76,33,37,1524,177,41,26","0.0,0.065072,0.000961,0.291082,0.002006","0.0,0.003507,0.040522,0.04513,0.004761,0.0,0.079628,0.005185",2-win
Cn363y1GmobyVViSu4,"40,158,268,33,41","40,76,33,37,1524,8024,752,41,26","0.0,0.026746,0.001234,0.278529,0.006556","0.0,0.0,0.051159,0.038009,0.011617,0.002085,0.000073,0.020099,0.005196",2-win
CUHHcyTmuGLn8Xabg,"40,158,266,33,41","40,76,33,37,1524,157,41,26","0.0,0.046807,0.001106,0.30403,0.003134","0.0,0.002477,0.019319,0.033824,0.013431,0.0,0.096886,0.0",2-win
CK04DU1urEItuCwG2k,"64,48",64,"0.0,5.929462",0.0,2-win
CI2JmzQwMaQBucari,"40,488,640","40,1488,499,26","0.0,0.002048,0.582168","0.0,0.020629,0.029121,5.001648",2-win
CMtj3dlQjMZnSC2Xj,"40,26",40,"0.0,5.805135",0.0,2-win
Ctv0xg391MePPcw8gb,"40,26",40,"0.0,5.805342",0.0,2-win
C9REzM1uSuMO51tXF6,"64,528,48","64,672","0.0,0.001724,15.886538","0.0,0.151414",2-win
Cjqiyf1CyStKycYLr6,"40,1151","40,431,26","0.0,0.331466","0.0,0.057934,29.990189",2-win
CakIyEe51403xeqx2,"40,655,26","40,1082,29","0.0,0.634838,115.257898","0.0,0.102173,0.001354",2-win
Ccf7O13vrQbPN71eu,"40,1486","40,318,26","0.0,0.006025","0.0,0.112616,60.191295",2-win
CF6haw2MoFqUIoFoF1,"40,783,670,619","40,1394,485,485,26","0.0,1.097699,1.138944,1.35665","0.0,0.120089,0.092796,0.073089,60.273856",2-win
C5tkSb4vv4Mc4StHI3,"40,1066,1073","40,5066,581,26","0.0,0.009637,1.410412","0.0,0.07362,0.031735,64.992232",2-win
CEjfGi4ut0faJ5G4X9,"40,1073","40,581,26","0.0,1.502349","0.0,0.021634,64.999341",2-win
CdG09k1ySoYtkRyhx9,"40,447,541","40,4272,653,26","0.0,0.002638,0.315777","0.0,0.098003,0.023361,64.997095",2-win
Cz7sjG2VoRUGZwwFjk,"40,437,437,437,437","40,296,296,296,296,26","0.0,0.001216,3.70522,0.275869,0.127744","0.0,0.070699,0.028323,0.02765,0.025907,64.994175",2-win
CsrjU9gSTjFACqjtk,"40,875,4926,705,1078,613,620,4633,4534,726,776,636,633,8070,638,4222,2494,629,3646,754","40,1308,475,564,588,475,475,564,475,564,564,475,475,564,475,564,564,475,564,564","0.0,1.777191,17.100261,7.552952,0.006193,9.302991,4.988573,0.050628,0.076407,7.700785,0.075389,19.147111,4.632007,7.710482,9.511215,20.397189,31.103617,6.622403,2.45439,8.356289","0.0,0.032191,0.07051,0.05507,0.054954,0.033248,0.041252,0.059366,0.062638,0.03269,0.04585,0.030431,0.057441,0.076929,0.036379,0.056571,0.06669,0.039416,0.062031,0.036679",2-win
CFjkdt76jm0PGikHl,"40,1149,634,638,631,5190,3546,638,641,3547,1252,8704,677,677,676,6680,6581,817,1274,760","40,588,475,475,475,564,564,475,475,475,588,564,475,475,475,564,475,564,588,475","0.0,0.067729,23.024443,3.474781,5.339552,17.628249,29.899141,14.527611,7.500446,0.207054,8.339007,30.572866,13.589778,1.175008,14.148544,1.280901,0.134205,5.30473,0.081249,1.697662","0.0,0.044095,0.053485,0.028649,0.041771,0.061465,0.059879,0.052891,0.042351,0.069761,0.048228,0.071186,0.034257,0.037742,0.034109,0.059431,0.076051,0.031026,0.043642,0.036874",2-win
CpzhZA3xnSQ3y59WBf,"40,158,33,41,41,41,41,26","40,51,37,33,41,41,55","0.0,0.033132,0.093849,58.963032,58.094254,58.18129,0.008453,0.001843","0.0,0.013737,0.0,0.018708,0.009287,0.021548,0.022873",2-win
CJRXQeQYtWMaU3qh8,"40,158,184,33,41,41,229,41,41,41,41,26","40,63,33,571,1881,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105","0.0,0.002684,0.001735,0.005383,58.574434,57.889431,45.105987,58.315813,58.111781,58.202523,5.906013,0.032864","0.0,0.001293,0.000046,0.022048,0.000455,0.004095,0.000879,0.012812,0.12371,0.012969,0.000316,0.000764,0.008837,0.011204,0.01368,0.000543,0.058701,0.000963,0.009597,0.152637",2-win
CfuvXz3p2LeQMaO4Ik,"40,16408,3381,16408,860,16408,716,16408,1455,16008,26","40,312,312,312,312,312","0.0,0.033373,0.0,19.977684,0.006612,21.630227,0.003583,108.617608,0.003982,66.17236,115.884214","0.0,0.133887,0.150001,0.16241,0.175125,0.147148",2-win
Cp38In1mZIFUcU7pZ9,"40,158,33,41,41,41,41,26","40,51,37,33,41,41,55","0.0,0.005688,0.010114,58.472331,58.211033,58.13846,0.003822,0.001996","0.0,0.006186,0.001871,0.006203,0.007462,0.017766,0.010765",2-win
CYUiqY2BNzKtY81ILk,"40,158,33,300,41,41,196,41,41,41,41,41,26","40,51,37,33,265,773,41,41,66,773,41,41,41,55","0.0,0.033987,0.117092,0.507516,0.003021,59.09354,10.448973,0.033905,58.569678,58.212171,58.138822,0.035801,0.002421","0.0,0.022349,0.002656,0.020713,0.044689,0.0,0.0,0.026315,0.042637,0.003908,0.0,0.007772,0.015924,0.010827",2-win
CNHMeL3jPvIkNnmiu4,"40,158,33,600,41,487,41,451,475,41,581,41,519,41,473,41,424,41,482,41","40,51,37,33,242,68,41,225,400,41,45,68,41,46,68,46,68,41,51,68","0.0,0.465941,0.078945,2.816806,0.003252,0.025063,0.001828,0.009455,0.067244,0.00042,0.180417,0.090096,27.158257,0.002404,0.029964,0.030173,0.073591,0.011935,0.043793,0.022776","0.0,0.005667,0.002631,0.034027,0.02091,0.0,0.000699,0.057091,0.000346,0.0,0.016643,0.000231,0.000246,0.002619,0.0,0.023928,0.009898,0.0,0.014955,0.000826",2-win
Cx2QFk4PTmjsm7W6k,"40,158,210,33,41,435,41,469,41,496,41,41,624,41,41,580,41,41,41,41","40,51,37,33,129,41,202,68,41,52,68,41,52,68,41,41,52,68,41,41","0.0,0.002661,0.000368,0.105598,0.00224,0.374174,0.003987,27.435974,0.002637,21.843627,0.001779,59.085243,50.851517,0.042249,58.587617,9.80726,0.015653,58.28636,58.22106,58.156741","0.0,0.0,0.0,0.002362,0.011969,0.001461,0.019007,0.0,0.0,0.012802,0.000977,0.0,0.013131,0.0,0.001283,0.011548,0.022022,0.0,0.000804,0.013922",2-win
CSewr01stTf1jQ1539,"40,158,361,33,41,153,41,41,41,202,41,41,234,41,41,41,41,41,26","40,51,37,33,369,398,41,103,68,41,41,41,69,68,41,41,69,68,41,41","0.0,0.00462,0.002184,0.00695,0.003495,0.876148,0.041185,58.501216,57.925936,42.699851,0.036216,58.588743,9.798306,0.001809,58.257823,58.194617,58.153896,0.024728,0.002234","0.0,0.001293,0.0,0.028377,0.0,0.0,0.0,0.035068,0.0,0.0,0.043257,0.025899,0.023974,0.001158,0.0,0.026977,0.034209,0.0,0.005633,0.027967",2-win
CxFspB4rwO7Izv9vAa,"40,158,33,41,41,41,41,26","40,51,37,33,41,41,55","0.0,0.029559,0.105952,58.212771,58.209179,58.13995,0.001783,0.000499","0.0,0.017514,0.0,0.021439,0.010878,0.007357,0.006932",2-win
CJZtvp1zhiQVXjhCaj,"40,158,455,33,41,207,41,215,171,41,41,237,170,41,41,41,342,172,41,41","40,51,37,33,384,368,41,130,41,93,295,41,47,312,41,93,210,41,47,450","0.0,0.161746,0.000689,0.08886,0.065906,2.129243,0.019758,23.26062,0.071098,0.001385,0.081932,22.215993,0.059801,0.000566,0.002324,57.970592,52.123992,0.005034,0.089732,0.028535","0.0,0.0,0.0,0.054453,0.05804,0.0,0.0,0.052878,0.0,0.008175,0.003106,0.001041,0.053579,0.0,0.001957,0.065133,0.001119,0.0,0.071712,0.0",2-win
C6UKk0232CB8ukYnDj,"40,158,555,427,33,41,417,41,363,41,461,41,411,41,41,562,41,464,41,41","40,51,37,33,976,242,41,536,263,682,204,41,636,152,41,751,219,41,729,318","0.0,0.729581,0.001212,0.050223,0.085451,0.076003,24.402924,0.074062,1.610237,0.010132,20.044599,0.006048,1.033671,0.002553,57.852728,51.074921,0.147122,0.448431,0.081309,58.759014","0.0,0.0,0.0,0.036974,0.066703,0.0,0.0,0.025066,0.002275,0.062638,0.0,0.0,0.483699,0.0,0.0,0.514459,0.0,0.003263,0.069837,0.001236",2-win
CS9GJb1THOYOPOQte2,"40,158,389,33,41,643,525,41,681,41,602,41,756,41,695,41,41,935,41,779","40,51,37,33,350,419,41,638,997,41,545,934,715,1104,41,670,1040,41,784,1198","0.0,0.025304,0.000498,0.028832,0.004193,5.59356,0.006426,0.130065,26.840379,0.001651,0.258941,0.012809,21.506023,0.034882,0.15387,0.754498,57.956447,49.672634,0.059728,0.109215","0.0,0.026304,0.0,0.017238,0.045514,0.004042,0.000429,0.048816,0.000937,0.000901,0.058373,0.00008,0.069543,0.001125,0.0,0.052356,0.002048,0.002193,0.058925,0.000104",2-win
C9xriQGkOQEV0XB4g,"40,158,396,33,41,670,41,552,41,708,41,629,41,783,41,722,41,41,962,41","40,51,37,33,239,75,41,94,121,41,45,140,41,68,281,41,45,183,41,68","0.0,0.006107,0.001133,0.005126,0.05643,6.099666,0.187839,0.050903,0.491016,24.84417,0.002794,0.335498,0.001546,21.345211,0.038347,0.621209,0.048135,57.894505,49.848177,0.050988","0.0,0.039805,0.0,0.032533,0.016571,0.000482,0.000345,0.04833,0.002085,0.0,0.61054,0.002852,0.002335,0.100719,0.0,0.0,0.047019,0.001482,0.0,0.053812",2-win
CMm84p1XaAYZeniDK5,"40,158,217,33,332,99,108,104,96,107,91,91,91,102,96,88,88,88,88,88","40,51,33,501,13527,13527,15456,7740,9669,1027,472,9906,11776,8838,1493,1493,1493,1493,1493,1493","0.0,0.008651,0.000581,0.002022,0.12793,0.002007,0.004394,0.004915,0.036347,0.013551,0.001323,0.003428,0.002656,0.005955,0.016822,0.06173,0.073809,0.003261,0.021667,0.026288","0.0,0.0,0.015775,0.0,0.011949,0.014643,0.021448,0.00306,0.008905,0.014902,0.006523,0.011882,0.005143,0.003148,0.001969,0.001105,0.003388,0.000119,0.000034,0.000028",2-win
CxSJ8D2au5cFsJKQZ5,"40,158,33,41,41,41,41,26","40,76,33,41,41,41,41,26","0.0,0.009822,0.0696,58.052136,58.196613,58.126536,5.728139,0.002621","0.0,0.011395,0.017219,0.023408,0.019403,0.017357,0.012614,0.00037",2-win
C6AbaP36R1NVNtvmy,"40,158,267,145,33,41,41,41,41,26","40,76,33,37,1524,418,37,1524,310,41,41,41,41,26","0.0,0.154236,0.003171,0.024011,0.045773,58.380327,58.187714,58.12621,5.69971,0.003462","0.0,0.0,0.01137,0.014311,0.014117,0.0,0.020785,0.015003,0.0,0.030509,0.01475,0.019812,0.012519,0.000441",2-win
Cy8wbABnqI3W4MVr8,"40,158,377,33,237,222,339,252,340,41,280,394,300,41,361,275,247,147,41,41","40,76,33,37,214,37,168,37,168,37,168,37,168,37,168,41,37,168,37,122","0.0,0.056322,0.000471,0.194497,5.679023,17.647406,1.967509,20.021741,2.559206,57.897757,49.834235,0.00647,0.782728,58.789407,7.084079,2.882284,0.280714,1.742234,58.169314,58.218388","0.0,0.042341,0.023716,0.002278,0.0,0.038904,0.014448,0.022121,0.0,0.424591,0.004416,0.036199,0.001433,0.034898,0.003137,0.054451,0.014689,0.0,0.014876,0.001594",2-win
CP8vUb1nM862TUrdyg,"64,416","64,560,48","0.0,0.776884","0.0,0.178994,42.112221",2-win
CRp7eo4XNEog7M1H9h,"40,555,26","40,512,39,29","0.0,0.001062,116.031423","0.0,0.237341,0.000098,0.00014",2-win
